position_id,client_id,ticker,quantity,purchase_price,purchase_date,currency
POS-00365,CLI-1037,SAP.DE,380.3513,136.6727,2026-04-23,EUR
POS-00366,CLI-1037,TTE.PA,411.088,62.8932,2026-02-15,EUR
POS-00367,CLI-1037,AAPL,136.9653,263.2709,2026-01-16,USD
POS-00368,CLI-1037,TLT,1182.9085,84.7814,2026-05-11,USD
POS-00369,CLI-1037,TLT,290.246,83.1283,2026-07-21,USD
POS-00370,CLI-1037,GLD,143.23,395.0172,2026-06-08,USD
POS-00371,CLI-1037,VNQ,788.3768,97.7127,2026-08-30,USD
POS-00372,CLI-1037,SAN.PA,795.2545,75.6291,2026-07-25,EUR
POS-00373,CLI-1037,BND,625.5254,73.1785,2026-04-30,USD
POS-00374,CLI-1037,AGG,509.3356,99.3624,2026-07-19,USD
POS-00375,CLI-1038,IWDA.AS,745.2798,103.6471,2025-07-24,EUR
POS-00376,CLI-1038,TTE.PA,1406.2134,79.1022,2026-07-26,EUR
POS-00377,CLI-1038,AGG,321.2328,96.2823,2026-01-21,USD
POS-00378,CLI-1038,IWDA.AS,988.4896,105.0865,2025-09-11,EUR
POS-00379,CLI-1038,JPM,137.6121,282.1522,2026-03-16,USD
POS-00380,CLI-1038,TLT,495.1789,82.7252,2025-08-21,USD
POS-00381,CLI-1038,NVDA,488.4406,209.9206,2026-06-22,USD
POS-00382,CLI-1039,AAPL,351.8565,242.2312,2025-02-13,USD
POS-00383,CLI-1039,AGG,1751.6183,96.8329,2026-08-07,USD
POS-00384,CLI-1039,AGG,1343.6959,98.2409,2026-06-17,USD
POS-00385,CLI-1039,TLT,672.8372,78.5619,2024-04-25,USD
POS-00386,CLI-1039,IWDA.AS,882.168,112.9151,2025-12-04,EUR
POS-00387,CLI-1039,VNQ,876.8707,94.1993,2026-03-08,USD
POS-00388,CLI-1039,TLT,986.9364,82.1414,2025-04-14,USD
POS-00389,CLI-1039,GLD,219.9,309.1623,2025-08-01,USD
POS-00390,CLI-1040,BND,1268.4143,71.0892,2026-03-13,USD
POS-00391,CLI-1040,SAP.DE,404.0101,257.8217,2025-06-16,EUR
POS-00392,CLI-1040,JNJ,645.2351,142.2831,2025-04-09,USD
POS-00393,CLI-1040,BND,769.5254,69.3422,2025-05-09,USD
POS-00394,CLI-1040,AGG,1152.4765,96.3081,2026-03-02,USD
POS-00395,CLI-1040,AGG,554.1939,97.4753,2026-01-13,USD
POS-00396,CLI-1041,VNQ,2289.0604,95.4168,2026-05-27,USD
POS-00397,CLI-1041,TTE.PA,3576.4802,75.1667,2026-06-07,EUR
POS-00398,CLI-1041,AAPL,204.3546,243.3244,2025-02-13,USD
POS-00399,CLI-1041,MC.PA,447.4796,439.9897,2025-07-19,EUR
POS-00400,CLI-1041,JNJ,1358.838,173.5249,2025-08-11,USD
POS-00401,CLI-1041,NVDA,2568.8264,98.2217,2025-04-17,USD
POS-00402,CLI-1042,MSFT,260.3553,512.178,2025-10-14,USD
POS-00403,CLI-1042,SAP.DE,664.2783,196.7218,2024-09-15,EUR
POS-00404,CLI-1042,AAPL,1005.0536,255.3001,2024-12-25,USD
POS-00405,CLI-1042,JNJ,279.5763,160.5575,2025-03-29,USD
POS-00406,CLI-1042,SAP.DE,211.1031,215.4518,2024-10-26,EUR
POS-00407,CLI-1042,QQQ,6.4079,530.1209,2024-12-24,USD
POS-00408,CLI-1042,SPY,111.6512,737.8276,2026-05-05,USD
POS-00409,CLI-1042,SAN.PA,2309.8584,83.3877,2024-05-11,EUR
POS-00410,CLI-1042,IWDA.AS,1266.3154,110.349,2026-04-11,EUR
POS-00411,CLI-1042,MC.PA,150.5287,719.5327,2024-05-27,EUR
POS-00412,CLI-1042,MSFT,366.7048,396.8491,2024-02-16,USD
POS-00413,CLI-1043,AGG,2846.6862,98.5094,2026-02-08,USD
POS-00414,CLI-1043,MC.PA,1538.4935,495.7677,2026-08-04,EUR
POS-00415,CLI-1043,TTE.PA,8959.8355,53.4478,2025-12-23,EUR
POS-00416,CLI-1043,AGG,3174.2218,97.33,2025-09-07,USD
POS-00417,CLI-1043,AAPL,399.438,310.676,2026-05-30,USD
POS-00418,CLI-1043,MSFT,818.954,427.7659,2026-05-25,USD
POS-00419,CLI-1043,SAP.DE,3130.198,209.2658,2025-09-14,EUR
POS-00420,CLI-1043,VNQ,7791.836,101.3008,2026-07-27,USD
POS-00421,CLI-1044,TLT,107.6549,81.8902,2025-12-17,USD
POS-00422,CLI-1044,GLD,67.7873,272.912,2025-03-20,USD
POS-00423,CLI-1044,TLT,317.8378,83.1572,2025-05-30,USD
POS-00424,CLI-1044,JPM,128.3289,176.0795,2024-03-01,USD
POS-00425,CLI-1044,JPM,126.7432,207.8817,2024-07-18,USD
POS-00426,CLI-1044,BND,603.6828,72.2935,2026-07-15,USD
POS-00427,CLI-1044,VNQ,194.2655,96.9838,2026-08-25,USD
POS-00428,CLI-1044,JNJ,297.5502,147.5696,2024-08-18,USD
POS-00429,CLI-1044,TLT,42.2475,85.0887,2026-04-20,USD
POS-00430,CLI-1044,JPM,62.4046,293.045,2026-02-27,USD
POS-00431,CLI-1044,BND,123.5032,68.1007,2024-07-12,USD
POS-00432,CLI-1044,VNQ,822.7958,86.3648,2025-02-05,USD
POS-00433,CLI-1044,IWDA.AS,171.5745,121.4215,2026-05-18,EUR
